,name,province,postalCode,categories,primaryCategories,Compound Sentiment,reviews.summary,reviews.total,popular.keywords,average.rating
1990,Lake Pleasant Lodge,NY,12164,"Hotel & Motel,  Resorts,  Hotel",Accommodation & Food Services,0.9238,Lovely Motel on the lake - and in the evening we came back to find the fire-pit was a blaze - so we sat and watched the sunset over the lake and drank a few beers - perfect! The town of Speculator is a lovely little... More,1,"[('lake', 2.0), ('lovely', 2.0), ('beers', 1.0), ('bit', 1.0), ('blaze', 1.0)]",5.0
1991,Lake View Resort,MO,65079,"Hotel & Motel,  Resorts,  Hotel",Accommodation & Food Services,0.753525,"But if you enjoy rustic, affordable, peaceful and a comfortable place to stay, this is it. A beautiful area surrounded by nature, with a fantastic lakeside view.",4,"[('resort', 5.0), ('family', 2.0), ('included', 2.0), ('lake', 2.0), ('lakeview', 2.0)]",4.5
1992,Lakes-N-Trails Motel,MI,49616,"Hotel & Motel,  Trailer Storage,  Hotel",Accommodation & Food Services,-0.3865,This motel is a place where Michigan uses for hathway house for Sexual Predators. I could not even be in the room without them waiting for me to come out.,1,"[('ankle', 1.0), ('bracelets', 1.0), ('cleaning', 1.0), ('folks', 1.0), ('guys', 1.0)]",1.0
1993,Lakeview Motel & Cottage,NY,14174,"Cottages,  Tourist Hotel,  Hotel,  Hotel & Motel",Accommodation & Food Services,0.8807,The owners have a couple of fairly new cotteges on the shore of Lake Ontario that are great for families ( 3 bedroom house really). The family enjoyed the evening cookouts the cootage has a nice patio and table with a gas grill for cookouts.,1,"[('cookouts', 2.0), ('bedroom', 1.0), ('cootage', 1.0), ('cotteges', 1.0), ('couple', 1.0)]",5.0
1994,Lakewoods Resort,MO,65733,"Lodging,  Resorts,  Hotel,  Hotel & Motel",Accommodation & Food Services,0.883,We stayed there thinking it would be creepy and not like the photos showed. Very clean and the owners are very attentive with respect of your privacy.,1,"[('absolutely', 1.0), ('attentive', 1.0), ('beautiful', 1.0), ('blown', 1.0), ('boy', 1.0)]",5.0
1995,Lamplight Motel,NJ,8735,"Hotel & Motel,  Motel,  Hotel,  Lodging",Accommodation & Food Services,0.37210000000000004,The Lamplight is located just a block off the beach and nearby shops and restaurants are easily accessible by either walking or a short drive Each morning Every Labor Day my husband and I try and make it back down to Lavallette to spend the last unofficial weekend of the summer.,2,"[('lamplight', 3.0), ('motel', 2.0), ('accessible', 1.0), ('beach', 1.0), ('block', 1.0)]",5.0
1996,Landmark Hotel,PA,16351,"Restaurant,  Restaurants,  Hotel",Accommodation & Food Services,0.9468,We make sure to stop here we go to camp. Best breakfast we've found in the area.,1,"[('breakfast', 1.0), ('camp', 1.0), ('food', 1.0), ('landmark', 1.0), ('service', 1.0)]",5.0
1997,Larchmont Hotel,NY,10011,"Bed Breakfasts,  Hotel & Motel,  Bed & Breakfasts,  Restaurant,  Budget Hotel,  Hotel",Accommodation & Food Services,0.8953,"but I never see anybody there or in the corridor , meaning that there is a sufficient number of them with respect to the number of guests. The room is large for the standards of New York, the wifi and the continental breakfast are included.",1,"[('nice', 2.0), ('5th', 1.0), ('ave', 1.0), ('breakfast', 1.0), ('clean', 1.0)]",4.0
1998,Larkspur Landing Renton,WA,98057,"Hotel & Motel,  Hotel",Accommodation & Food Services,0.860725,"Our suite was ideal because it had both a private bedroom and a living room with a surprisingly comfortable fold-out bed. The staff was consistently kind, friendly, and quick to respond to any special requests.",4,"[('stay', 4.0), ('breakfast', 3.0), ('comfortable', 2.0), ('friendly', 2.0), ('nice', 2.0)]",4.75
1999,Lasso Motel,TX,79088,"Lodging,  Motel,  Hotel",Accommodation & Food Services,0.9281,"We needed a bed to sleep in for the week and pet friendly at that, convenient to my hubby's job site. It was verrrry affordable, verrry clean, and close to all the little nothings in town.",1,"[('town', 2.0), ('absolutely', 1.0), ('affordable', 1.0), ('bed', 1.0), ('clean', 1.0)]",4.0
2000,Laura Lodge,CA,93210,"Hotel & Motel,  Motel,  Resorts,  Lodging,  Hotel",Accommodation & Food Services,0.40565,"Best of all, for a non-special Sunday night, we paid 58 for 2 adults, 2 children. This motel is clean, quiet, has A/C, flatscreen TV/cable, and well lit parking.",2,"[('bed', 2.0), ('clean', 2.0), ('58', 1.0), ('adults', 1.0), ('building', 1.0)]",3.5
2001,Le Meridien Atlanta Perimeter,GA,30346,"Business Hotel,  Hotel & Motel,  Lodging,  Resorts,  Banquet facilities,  Hotel & Motel mgmt.,   Hotel Bar,  Restaurants,  Luxury Hotel,  American restaurants,  Budget Hotel,   and Cocktail Bar Perimeter Center,  Family-friendly Hotel,  Tourist Hotel,  Hotel",Accommodation & Food Services,0.5442, My bridesmaids booked this hotel for my post Bachelorette Party Shenanigans lodging. I generally stay on the club level floor and it is always good.,10,"[('hotel', 6.0), ('clean', 3.0), ('club', 3.0), ('friendly', 3.0), ('le', 3.0)]",4.2
2002,Le Merigot At Tropicana,IN,47708,"Casino,  Lodging,  Resorts,  Hotel",Accommodation & Food Services,0.9595,"The rooms are spacious and clean, with top drawer amenities, but there is no warmth or special service from the establishmeny, even though we had 100 guests fot a wedding. This all hotel is very nice for this area of Hmpton Inns and Courtyards, but they dont deserve the class boutique they give themselves.",1,"[('service', 2.0), ('100', 1.0), ('amenities', 1.0), ('boutique', 1.0), ('class', 1.0)]",3.0
2003,Leeper's Motel,MT,59639,"Retreat Facilities,  Hotel & Motel,  Motel,  Hotel",Accommodation & Food Services,0.4767,"We woke the owner up to get a room and even though it was, late he was kind enough to take the time to look up some phone numbers that might help us in the morning. He also left the breakfast table to get his battery charger so... More",1,"[('battery', 1.0), ('breakfast', 1.0), ('charger', 1.0), ('late', 1.0), ('left', 1.0)]",5.0
2004,Lemon Tree Hotel Suites,CA,92805,"Hotel & Motel,  Hotel",Accommodation & Food Services,0.4479,"Thought we had booked the same room, but rooms are not all the same even when in the same building, and this one was somewhat shabby- needs new carpets, burnt out light bulbs, bad plaster job on hole in wall, broken towel rack. We are glad to hear that your family had a great time and are pleased that you enjoyed so much of our establishment and hope you return for future stays.",5,"[('hotel', 6.0), ('time', 6.0), ('stay', 5.647212549234467), ('family', 5.0), ('breakfast', 4.0)]",3.0
2005,Lemon Tree Motel,CA,91768,"Travel and Tourism,  Hotel & Motel,  Hotel",Accommodation & Food Services,-0.4404,So this place is filthy and gross......not to mention the needle that was found in my room....when management was informed they said they would remove it..... I told them I have pictures and video of this needle that I will post online...,1,"[('needle', 2.0), ('denied', 1.0), ('filthy', 1.0), ('gross', 1.0), ('informed', 1.0)]",1.0
2006,Lexington Inn - Ardmore,OK,73401,"Swimming Pools,  Lodging,  Hotel,  Hotel & Motel",Accommodation & Food Services,0.6438166666666667,"Only thing was there were small roaches in restroom and tub.   The room was nice, locations was great, very comfortable.",6,"[('hotel', 3.0), ('nice', 3.0), ('bathroom', 2.0), ('breakfast', 2.0), ('check', 2.0)]",3.67
2007,Lexington Inn Ardmore,OK,73401,"Business Hotel,  Swimming Pools,  Hotel & Motel,  Hotel & Motel reservations,  Lodging,  Apartment Hotel,  Budget Hotel,  Hotel,  Family-Friendly Hotel",Accommodation & Food Services,0.8621,"Only disappointment was no Fox Business News TV station. Ran out of yogurt, ran out of 2 milk.",1,"[('news', 3.0), ('fox', 2.0), ('biscuits', 1.0), ('breakfast', 1.0), ('business', 1.0)]",4.0
2008,Lexington Inn At Jfk Airport,NY,11435,"Airports,  Motel,  Hotel & Motel,  Hotel & Motel reservations,  Hotel",Accommodation & Food Services,0.9001,"I'm from the Southside of Chicago so it didn't bother me and I'm used to neighborhoods like that. but the price, location, and amenities make it good.",1,"[('location', 2.0), ('alright', 1.0), ('amenities', 1.0), ('bother', 1.0), ('chicago', 1.0)]",4.0
2009,Liberty Inn,KS,67156,"Motel,  Hotel & Motel,  Hotel & Motel reservations,  Lodging,  Hotel",Accommodation & Food Services,0.0,Inn has a retro feel to it as you pull in it is one story tall and you park your vehicle right outside the door of your room. Stayed here while visiting our Southwestern College student the inn is less than 5 mins.,1,"[('college', 2.0), ('inn', 2.0), ('door', 1.0), ('downtown', 1.0), ('feel', 1.0)]",5.0
2010,Lido Islander,FL,34236,"Hotel & Motel,  Hotel & Motel reservations,  Resort",Accommodation & Food Services,-0.5149,"I was appalled that when I asked for a blanket, I was told to check the outside cabinet, where to my dismay, I found a celadon green blanket circa 1968, that stunk. Bring your own coffee, help yourself to towels outside in the guest supply cabinet.",2,"[('blanket', 2.0), ('cabinet', 2.0), ('check', 2.0), ('1968', 1.0), ('adorable', 1.0)]",2.0
2011,Lifts West Condominium Hotel,NM,87558,"Lodging,  Motel,  Hotel",Accommodation & Food Services,0.9622999999999999,"It was a last minute idea, and Lifts West was able to accommodate us with a very nice, clean, and spacious condo. Clean room, great location close to everything and within walking distance of all the cute shops on main!  ",2,"[('condo', 3.0), ('clean', 2.0), ('lifts', 2.0), ('trip', 2.0), ('west', 2.0)]",5.0
2012,Lifts West Condominium Hotel,NM,87558,"Lodging,  Motel,  Hotel,  Hotel & Motel",Accommodation & Food Services,0.9594,"It was a last minute idea, and Lifts West was able to accommodate us with a very nice, clean, and spacious condo. It was perfect the four of us, and plenty of room for relaxing, entertaining, and sleeping.",1,"[('condo', 2.0), ('accommodate', 1.0), ('baths', 1.0), ('clean', 1.0), ('entertaining', 1.0)]",5.0
2013,Lighthouse Inn,VA,23336,"Hotel & Motel,  Hotel",Accommodation & Food Services,0.9451,"We were traveling with our dog, and were made to feel very welcomed. Spent an extended Thanksgiving weekend at the Lighthouse Inn.",1,"[('attentive', 1.0), ('book', 1.0), ('chris', 1.0), ('clean', 1.0), ('dog', 1.0)]",5.0
2014,Lincoln Plaza Hotel,CA,91755,"Hotel & Motel,  Hotel",Accommodation & Food Services,0.24818333333333334,"If you have an issue with being served by Asian staff, surrounded by Asian guests, and having people in your hotel speak a different language with each other when they are not speaking with you, then you might have issues staying at this hotel. But if you would like a clean, comfortable, budget-friendly place to stay when in the Los Angeles Area, the Lincoln Plaza Hotel should work nicely for you.  ",6,"[('hotel', 7.0), ('asian', 3.0), ('clean', 3.0), ('stay', 3.0), ('cheapest', 2.0)]",2.83
2015,Litson Villas,ME,3904,"Hotel & Motel,  Hotel & Motel reservations,  Resorts,  Lodging,  Hotel,  Vacation Homes Rentals and Sales",Accommodation & Food Services,0.83115,"Litson's has small but nice cabins, each as it''s own parking space, a little deck area with table and chairs, most (or all ) have a kitchenette. I liked that there was no carpet in our villa (Room 113- queen bed) because there's nothing worse than stepping on old, icky motel carpets.",2,"[('litson', 2.0), ('space', 2.0), ('113', 1.0), ('bathroom', 1.0), ('bed', 1.0)]",4.0
2016,Little Bluff Inn,WI,54661,"Hotel & Motel,  Hotel & Motel reservations,  B&bs / Inns,  Hotel & Motel consultants,  Hotel & Motel Consultants,  Hotel",Accommodation & Food Services,0.6391500000000001,"We had planned to stay in Winona to attend a concert at the Beethoven Festival, but most hotels were either booked or charged more than we wanted to pay. It's right in town, near a couple of restaurants, and Perrot State Park is just a few minutes away.",2,"[('inn', 2.0), ('stay', 2.0), ('winona', 2.0), ('accommodating', 1.0), ('attend', 1.0)]",4.5
2017,Little Creel Resort,NM,87520,"Hotel & Motel,  Outdoors,  Bed & Breakfasts,  Campgrounds,  Hotel",Accommodation & Food Services,0.9555,They made it a point to check on us often and made sure everything was going ok! We spent 4th of July weekend with family and friends at the Little Creel.,1,"[('weekend', 2.0), ('4th', 1.0), ('amazing', 1.0), ('check', 1.0), ('creel', 1.0)]",5.0
2018,Little Paradise Hotel,CA,92264,Hotel,Accommodation & Food Services,0.928625,The greeting was great and the location close to everything but secluded away and private. More We recently stayed 3 nights at Little Paradise and had an incredible stay.,4,"[('nice', 3.0), ('dropped', 2.0), ('kitchen', 2.0), ('mountains', 2.0), ('relaxing', 2.0)]",5.0
2019,Lobby Bar,TX,77010,"Mexican Restaurant,  Bar,  Hotel Bar,  Lounge,  Hotel",Accommodation & Food Services,0.4545,The coffee in the room was delicious and the maker easy to use-sometimes one must move the coffee maker etc... I was in town for a trade show next door at the convention center.,4,"[('hotel', 3.0), ('coffee', 2.0), ('maker', 2.0), ('nice', 2.0), ('staff', 2.0)]",4.75
2020,Lodge At Lake Tahoe,CA,96150,"Motel,  Lodging,  Resorts,  Resort,  Hotel",Accommodation & Food Services,-0.012,"The furniture beds were very uncomfortable tv in main area was small but flat screen televisions were also in each bedroom which... More Our stay was nice and my husband, who has stayed at other places in Tahoe over the years, scaled this as as above average.",1,"[('tahoe', 2.0), ('average', 1.0), ('bedroom', 1.0), ('beds', 1.0), ('christmas', 1.0)]",3.0
2021,Loews Philadelphia Hotel,PA,19107,"Hotel,  Wedding Receptions",Accommodation & Food Services,0.98568,"From a helpful check-in and even more helpful check-out in a snowstorm, to a stunning room high above the city (try to get into one of the corner rooms on a top floor), everything at the Loews was impeccable. There was a threat of rain and quite a few of the employees informed us that we could get umbrellas at the valet desk that they would loan you very nice touch.",5,"[('hotel', 15.0), ('loews', 7.0), ('nice', 7.0), ('hear', 6.0), ('visit', 5.649297533707385)]",4.2
2022,Loews Portofino Bay Hotel at Universal Orlando,FL,32819,"Hotel & Motel,  Resort,  Karaoke,  Hotel & Motel consultants,  Restaurants,  Hotel",Accommodation & Food Services,0.8913500000000001,We were there for 3 nights and then were booked at another hotel for the remaining nights of our holiday (which didn't end up happening due to Hurricane Matthew). More We stayed at the Loews Portofino Bay because of the proximity to the Universal theme parks and added benefits of express passes and early park admission.,2,"[('hotel', 3.0), ('nights', 2.0), ('water', 2.0), ('admission', 1.0), ('bay', 1.0)]",4.0
2023,Lofts on Pearl,NY,14202,"Hotel Central Business District,  Motel,  Hotel",Accommodation & Food Services,0.92955,More I have stayed at the Lofts on Pearl for the past couple of years following a Bills game. They are so welcoming and take care of our needs while we are visiting .,2,"[('fantastic', 2.0), ('staff', 2.0), ('welcoming', 2.0), ('accommodations', 1.0), ('accomodating', 1.0)]",4.5
2024,Log Cabin Motel,KS,67401,"Lodging,  Motel,  Hotel,  Hotel & Motel",Accommodation & Food Services,0.8126,"The motel is old, but they do keep it up and the room was clean. A room with a queen-size bed is only 36 including tax.",1,"[('36', 1.0), ('bed', 1.0), ('clean', 1.0), ('including', 1.0), ('microwave', 1.0)]",3.0
2025,Loggerhead Inn,NC,28445,"Motel,  Hotel,  Hotel & Motel",Accommodation & Food Services,0.8481,The room was a little dark (not much lighting) and everything was older and...More My husband and I stayed at the Loggerhead Inn for an impromptu beach stay.,1,"[('inn', 2.0), ('beach', 1.0), ('dark', 1.0), ('friendly', 1.0), ('helpful', 1.0)]",2.0
2026,Lollye On The Beach,FL,32408,"Hotel & Motel,  Motel,  Hotel",Accommodation & Food Services,0.9733,We have been here before and will continue to come back. They really go the extra mile to make your stay great.,1,"[('beach', 1.0), ('clean', 1.0), ('continue', 1.0), ('delight', 1.0), ('establishment', 1.0)]",5.0
2027,Longhorn Motel,OK,73933,"Motel,  Hotel,  Lodging",Accommodation & Food Services,-0.6741,"Did not choose to stop at this motel, was too tired to risk driving further on to New Mexico and the other place in town was booked. The shower pressure wasn't bad, but that didn't matter beings as the drain was... More",1,"[('bed', 2.0), ('pillows', 2.0), ('absolutely', 1.0), ('add', 1.0), ('bad', 1.0)]",1.0
2028,Longwood Inn,MA,2446,"Hotel Coolidge Corner,  Hotel & Motel,  Hotel & Motel reservations,  Extended Stay,  Weekend Getaway Hotel,  Boutique Hotel,  Family-friendly Hotel,  Tourist Hotel,  Hotel",Accommodation & Food Services,0.8882666666666666,"It is quiet and there is plenty off room at the hotel to sit and read, surfe etc. a bit expensive that is way we... More Very close to the train, only minutes from Fenway Park, beautiful neighborhood!  ",3,"[('hotel', 5.0), ('beautiful', 2.0), ('boyfriend', 2.0), ('fenway', 2.0), ('neighborhood', 2.0)]",4.33
2029,Luana Waikiki Hotel & Suites,HI,96815,"Hotel & Motel,  Hotel",Accommodation & Food Services,0.7715598484848485,"With terrific and welcoming staff, a short walk to a not so crowded beach area, fantastic gym and...MoreAloha Tim C, Thank you for taking the time in writing such a wonderful review.  Not right in the heart of Waikiki Beach but close enough to easily walk there, Luana Waikiki (Aqua) is a great spot for a relaxing holiday break.",132,"[('hotel', 91.1703086760958), ('morealoha', 69.7264586514229), ('staff', 66.0), ('stay', 59.0), ('waikiki', 57.0)]",4.19
2030,Ludlow Village Inn & Suites,VT,5149,"Hotel & Motel,  Hotel",Accommodation & Food Services,0.47290000000000004,"We wrote a review on Feb. 27, 2013 and a lot of it is still relevant with the exception of a couple items from our most recent visit. The owners were very friendly and we loved being able to sit out on the porch in the morning as the weather was great.",2,"[('feb', 2.0), ('stayed', 2.0), ('wifi', 2.0), ('2013', 1.0), ('2016', 1.0)]",3.5
2031,Ludlow's Island Resort,MN,55723,"Hotel & Motel,  Hotel & Motel reservations,  Resorts,  Hotel",Accommodation & Food Services,0.9664999999999999," Ludlow's is not only a fantastic family destination, it is absolutely Minnesota's best choice for entertaining customers on a spring or fall fishing trip. There are not many resorts where you can stay in a cabin that is hundreds of feet from the nearest neighbor and great sunset views from the swing!",2,"[('cabin', 2.0), ('fall', 2.0), ('family', 2.0), ('ludlow', 2.0), ('northshore', 2.0)]",4.5
2032,Luray Caverns Motel East,VA,22835,"Hotel,  Motel,  Lodging,  Hotel & Motel",Accommodation & Food Services,0.9458,"The staff was very helpful and nice, however the room was definitely dated and not very clean. In my opinion, you could find a better stay for 100 in Luray.",1,"[('nice', 2.0), ('100', 1.0), ('beautiful', 1.0), ('clean', 1.0), ('dated', 1.0)]",3.0
2033,Lydia Johnson Inn,MO,65041,"Hotel,  Hotel & Motel,  Motel,  Lodging",Accommodation & Food Services,0.9708,Hermann is a charming town and a good location for our bike ride on the Katy trail. The Betty and Chuck were very gracious and accommodating.,1,"[('hermann', 2.0), ('location', 2.0), ('accommodating', 1.0), ('bed', 1.0), ('betty', 1.0)]",4.0
2034,Lyndon Motor Lodge,VT,5849,"Lodging,  Hotel & Motel,  Hotel,  Rooming Houses",Accommodation & Food Services,0.96095,"If you don't mind that it looks like your Grandma's spare bedroom, you'll be so happy with this place! It was super clean, very comfortable, and had a lot of unexpected amenities in the room.",2,"[('clean', 2.0), ('amenities', 1.0), ('bathroom', 1.0), ('bedroom', 1.0), ('biking', 1.0)]",4.5
2035,Lyttleton Inn,MA,1460,"Hotel & Motel,  Hotel",Accommodation & Food Services,0.7446999999999999,"The owner/host was welcoming/friendly and helpful without being intrusive and the breakfast provided the next morning was superb.  Our room was charming with a comfortable bed and a small but perfectly adequate ensuite also, good wifi signal.",3,"[('inn', 5.0), ('england', 2.0), ('lyttleton', 2.0), ('night', 2.0), ('quaint', 2.0)]",5.0
2036,M -37 Motel,MI,49337,"Hotel & Motel,  Motel,  Hotel,  Lodging",Accommodation & Food Services,0.2617,I don't believe it is plastic on the mattresses but is a mattress protector. I had hot water and had no problems brushing my teeth.,1,"[('affordable', 1.0), ('bed', 1.0), ('brushing', 1.0), ('bugs', 1.0), ('clean', 1.0)]",3.0
2037,M-Star Augusta,GA,30901,"Hotel,  Hotel & Motel,  Motel,  Lodging",Accommodation & Food Services,-0.5611,"It was unfortunate because it is located close to places we were visiting in Augusta which was very convenient, but I would never stay here again. Don't stay here unless you are desperate.",1,"[('stay', 2.0), ('advertised', 1.0), ('augusta', 1.0), ('barn', 1.0), ('bathroom', 1.0)]",1.0
2038,M-Star Cedar City,UT,84720,"Travel and Tourism,  Hotel",Accommodation & Food Services,0.7110666666666666,"It was obvious that the owner wanted us to be comfortable and that resulted in us being comfortable. Although not a great deal of selection, the breakfast was good and sufficient.",3,"[('comfortable', 3.0), ('breakfast', 2.0), ('cedar', 2.0), ('crowded', 2.0), ('national', 2.0)]",4.0
2039,MET Troy,MI,48098,Hotel,Accommodation & Food Services,0.8674,"Not a whole lot of extras, would have liked a coffee maker in room but it was served in lobby. Easy access to interstate, restraunts and the places we needed to be.",1,"[('access', 1.0), ('clean', 1.0), ('coffee', 1.0), ('easy', 1.0), ('extras', 1.0)]",3.0
2040,MOXY New Orleans Downtown/French Quarter Area,LA,70112,Hotel,Accommodation & Food Services,0.9766,"I had a problem with my television, which I normally need to sleep and even though it was late and the staff could not immediately rectify the issue, it was the way it was handled that truly made all the difference. I had to send a credit card authorization because my wallet was stolen and it was handled by the staff in no time at all.",1,"[('staff', 3.0), ('handled', 2.0), ('time', 2.0), ('6pm', 1.0), ('9am', 1.0)]",5.0
2041,MacRae's Of Homosassa Inc,FL,34448,"Hotel & Motel,  Hotel & Motel reservations,  Wholesale Fishing Bait,  Bait,  Fishing bait,  Hotel","Wholesale Trade,Accommodation & Food Services",0.9138,"Russ is so helpful, knowledgeable and relaxed that we all can't wait to see him. We have gone scalloping with Capt Russ for the past four summers.",1,"[('russ', 2.0), ('scalloping', 2.0), ('activities', 1.0), ('capt', 1.0), ('favorite', 1.0)]",5.0
2042,Magnuson Grand Hotel,WI,53718,"Business Hotel,  Lodging,  Motel,  Resorts,  Corporate Lodging,  Hotel & Motel,  Budget Hotel,  Family-friendly Hotel,  Tourist Hotel,  Hotel",Accommodation & Food Services,0.250525,The public areas were clean...the carpet in the halls was in good shape and well kept and the lobby bathroom was sort of clean.  I just love being in this hotel every time i come to Madison im staying at the Magnuson Grand hotel..,4,"[('clean', 3.0), ('hotel', 3.0), ('love', 3.0), ('pool', 3.0), ('kids', 2.0)]",3.0
2043,Magnuson Hotel Heritage Inn,IL,61866,"Business Hotel,  Hotel & Motel,  Hotel & Motel reservations,  Lodging,  Budget Hotel,  Family-friendly Hotel,  Hotel",Accommodation & Food Services,0.9524,"I stay here 2-3 times per year and it's a solid hotel, I feel safe and the accommodations are what I would expect for the price. Wifi is good and continental breakfast is good.",1,"[('hotel', 2.0), ('23', 1.0), ('accommodations', 1.0), ('basic', 1.0), ('breakfast', 1.0)]",3.0
2044,Magnuson Hotel Nashville North,TN,37072,"Lodging,  Motel,  Hotel",Accommodation & Food Services,-0.0387,"We were located on the second floor, not handicap accessible. I'm not handicap but it's doing a real number on my knee.",1,"[('chair', 2.0), ('handicap', 2.0), ('accessible', 1.0), ('bed', 1.0), ('burns', 1.0)]",1.0
2045,Magnuson Hotel Norfolk Airport,VA,23455,"Business Hotel,  Airports,  Hotel & Motel,  Lodging,  Motel,  Corporate Lodging,  Airport Consultants,  Luxury Hotel,  Budget Hotel,  Tourist Hotel,  Hotel,  Family-Friendly Hotel",Accommodation & Food Services,-0.2448,"OMG we didn't expect such great service last minute!!The rooms were super clean and the staff was so accommodating, we even had... My boyfriend and I decided to take a last minute Trip to Virginia Beach, and spotted the Magnuson right when we got off the exit.",1,"[('decided', 2.0), ('accommodating', 1.0), ('beach', 1.0), ('boyfriend', 1.0), ('check', 1.0)]",5.0
2046,Magnuson Hotel On The Lake,VA,23927,"Hotel & Motel,  Motel,  Hotel",Accommodation & Food Services,0.9239,there is a very nice breakfast area with coffee and tea available all day long. The hotel is very clean with good rooms - it is a newer hotel.,1,"[('hotel', 2.0), ('arrived', 1.0), ('breakfast', 1.0), ('clean', 1.0), ('coffee', 1.0)]",4.0
2047,Main Street Station Casino Brewery Hotel,NV,89101,Hotel,Accommodation & Food Services,0.5074833333333334," Bad: It's not the hotels fault, but the sirens on the street woke me up. Good: The best bed I've slept in besides the one at home!",24,"[('bad', 22.0), ('street', 11.0), ('hotel', 7.0), ('parking', 7.0), ('buffet', 6.0)]",4.38
2048,MainStay Suites,IA,52002,"Lodging,  Hotel,  Hotel & Motel",Accommodation & Food Services,0.4155,"The room is like any other extended stay hotel, apartment sized appliances, small couch, etc. This hotel is grouped with the other budget hotels, so I wasn't sure what to expect.",2,"[('hotel', 2.0), ('30', 1.0), ('apartment', 1.0), ('appliances', 1.0), ('breakfast', 1.0)]",4.0
2049,MainStay Suites,IA,52241,"Lodging,  Hotel,  Hotel & Motel",Accommodation & Food Services,0.8949,"We do a lot of business traveling and have stayed in hotels with kitchenettes that have nothing to cook with and frankly, we don't travel with pots and pans! The desk clerk was extremely friendly and helpful as was the employee in the breakfast area.",2,"[('desk', 2.0), ('friendly', 2.0), ('helpful', 2.0), ('stayed', 2.0), ('breakfast', 1.0)]",5.0
2050,MainStay Suites,TN,37421,"Hotel & Motel,  Hotel & Motel reservations,  Hotel,  Lodging",Accommodation & Food Services,0.9115,"We got a small suite which was more or less a standard hotel room and a half, including a small kitchenette. We only stayed one night, but this room would work for a short temporary duty station (fridge, stove, etc).",1,"[('hotel', 2.0), ('clean', 1.0), ('convenience', 1.0), ('duty', 1.0), ('fridge', 1.0)]",5.0
2051,MainStay Suites,TN,37421,"Hotel & Motel,  Hotel,  Lodging",Accommodation & Food Services,0.9298,"I stayed at the MainStay Suites for two nights this week and was really pleased. Full size fridge, stovetop, microwave , toaster, coffee maker and dish washer.",1,"[('beds', 1.0), ('chairs', 1.0), ('coffee', 1.0), ('comfortable', 1.0), ('dish', 1.0)]",5.0
2052,Mainstay Suites,LA,70363,"Accommodations & Lodging,  Lodging,  Hotel & Motel,  Motel,  Extended Stay Hotel,  Hotel & Motel Reservations,  Hotel",Accommodation & Food Services,0.8687,I loved it the housekeeping was very good front desk was very understanding... Rooms where very large and comfortable....I'm definitely staying again...,1,"[('comfortable', 1.0), ('desk', 1.0), ('housekeeping', 1.0), ('loved', 1.0), ('staying', 1.0)]",5.0
2053,Mainstay Suites-fort Campbell,TN,37040,"Accommodations & Lodging,  Lodging,  Hotel & Motel,  Hotel & Motel reservations,  Motel,  Extended Stay Hotel,  Hotel & Motel Reservations,  Hotel",Accommodation & Food Services,0.7003,"The woman who greeted us was very accommodating, especially being that we didn't arrive until 2:30am. Even upon leaving early the next morning, she told us to stay longer",1,"[('230am', 1.0), ('accommodating', 1.0), ('arrive', 1.0), ('driven', 1.0), ('greeted', 1.0)]",5.0
2054,Mainstay Suites-sidney,MT,59270,"Hotel & Motel,  Hotel",Accommodation & Food Services,0.94052,Complimentary dinner on the night we stayed and a nice breakfast in the morning. The staff was very friendly and offered to help get my luggage up to my room.,5,"[('nice', 6.0), ('hotel', 5.0), ('staff', 5.0), ('breakfast', 4.0), ('friendly', 3.0)]",5.0
2055,Maison de Macarty,LA,70117-5708,"Bed and Breakfast and Inns,  Hotel",Accommodation & Food Services,0.9916,"Another reviewer spoke of the area, we drove down from Houston and arrived about 6pm, we were slightly concerned as the area has some building with a lot of graffiti on them, however they are being developed and the owners said the area has changed a great deal over the last few years, and is becoming one of NO sought after places to live. The hotel was quiet when we were there so Lauren and Daniel sat with us a breakfast and helped us plan our day.",1,"[('advice', 2.0), ('daniel', 2.0), ('highly', 2.0), ('lauren', 2.0), ('music', 2.0)]",5.0
2056,Mamaroneck Motel,NY,10543,"Hotel & Motel,  Motel,  Lodging,  Travel and Tourism,  Hotel",Accommodation & Food Services,0.256,"So if you are hot, they will turn it on, and if someone else complains they are cold, they turn it off. We enjoyed the the fact that you could open all the windows and had great cross ventilation.",2,"[('ac', 2.0), ('accommodating', 1.0), ('adequate', 1.0), ('barely', 1.0), ('blocks', 1.0)]",3.5
2057,"Mandarin Oriental, Miami",FL,33131,Hotel,Accommodation & Food Services,0.9947,"This hotel oozes luxury and very family friendly, my family of 4 was really looked after, Two small gripes, the hotel should have somewhere in the evening where a family can enjoy drinks and desserts, that is not the bar, very often we could not get a space there in the evening or felt uncomfortable to be there with kids, the other point being in room dining could be improved, the menu was a bit short for us and the kitchen was not flexible enough to tailor some dishes, for example making the pasta spicy, we ordered some rice with our chicken and it was just undercooked , it was changed immediately and we were given complimentary glasses of wine but it was too late when one is starving ! Concierge services was very helpful, a big shout out to Carlos who was the most helpful concierge guy we had come across for a while, he is a mine of information about the local area.",1,"[('hotel', 4.0), ('family', 3.0), ('concierge', 2.0), ('enjoy', 2.0), ('evening', 2.0)]",5.0
