,Hotel Name,Province,Country,ReviewDate,Review,Compound Sentiment
616,The Westin Las Vegas Hotel & Spa,NV,US,2017-02-27T00:00:00.000Z,Bad: There is spa in the name of the hotel and the spa service wasn't available! What a rip-off!. Good: The room was nice with a good view,0.6892
617,The Westin Las Vegas Hotel & Spa,NV,US,2016-07-25T00:00:00.000Z,Good: The receptionist Sean was excellent and informative. Housekeeping are good.,0.8591
618,The Westin Las Vegas Hotel & Spa,NV,US,2016-12-13T00:00:00.000Z,Good: Bed was awesome,0.7906
619,The Westin Las Vegas Hotel & Spa,NV,US,2017-06-06T00:00:00.000Z,"Bad: Check in at Reception was slow. Good: The hotel was near the strip - walking distance. The room was comfortable, clean, spacious and a nice temparature The housekeeping staff were very helpful and friendly and provided us with extra coffee and water.",0.9294
620,The Westin Las Vegas Hotel & Spa,NV,US,2017-07-01T00:00:00.000Z,Bad: the carpet is damm dirty. Good: It feels like hotel not like any other hotel in Vegas,0.128
621,The Westin Las Vegas Hotel & Spa,NV,US,2017-05-05T00:00:00.000Z,"Bad: Nothing (little far from strip). Good: Kind people, clean space and cheap price",0.6705
622,The Westin Las Vegas Hotel & Spa,NV,US,2017-12-28T00:00:00.000Z,Bad: The Breakfast was not complimentary and was expensive .,-0.7101
623,The Westin Las Vegas Hotel & Spa,NV,US,2017-11-08T00:00:00.000Z,"Bad: No microwave in room. Good: Bed extremely comfortable professional staff, extra clean. Great place. Also liked the 24-hour Starbucks.",0.8858
624,The Westin Las Vegas Hotel & Spa,NV,US,2015-09-07T00:00:00.000Z,"Good: Great location, quiet rooms, wonderful staff. Was a real pleasure to stay there.",0.9371
625,The Westin Las Vegas Hotel & Spa,NV,US,2017-12-05T00:00:00.000Z,"Bad: There is no longer a casino, and the pool is seasonal despite it easily being warm enough to be used. The sauna was also out of action. With the lack of these attractions it becomes a very plain hotel. Good: Staff throughout the hotel are excellent, especially at the bar on the late night shift and on reception. Very friendly people. Hotel well presented, clean and comfortable. Location is great, a short walk to bellagio, Paris etc for those who want to be near the strip but not on it all the time!",0.8609
626,The Westin Las Vegas Hotel & Spa,NV,US,2017-04-22T00:00:00.000Z,Bad: I liked everything besides the price. Good: The cleanliness,0.296
627,The Westin Las Vegas Hotel & Spa,NV,US,2017-09-25T00:00:00.000Z,Bad: Advertising there is a casino but their isn't this should be updated so that customers are aware prior to booking. Also our room had an old moldy non working refrigerator. Good: Staff was nice,0.743
628,The Westin Las Vegas Hotel & Spa,NV,US,2017-07-28T00:00:00.000Z,Bad: Rude Staff.,-0.7579
629,The Westin Las Vegas Hotel & Spa,NV,US,2018-03-29T00:00:00.000Z,Bad: I had to be switched because these people next door were partying all hours of the night. At 3am they decided to start arguing in the hall. I called security once for them to turn up their music right after they left. Then security came up again while they were in the hall screaming. I will say this the hotel made it right. They gave me that night free and switched me rooms. Good: The rooms were beautiful. Comfy beds good breakfast.,0.8834
630,The Westin Las Vegas Hotel & Spa,NV,US,2017-12-29T00:00:00.000Z,Bad: Nice hotel in LV close to everything. Good: Everyyhing,0.296
631,The Westin Las Vegas Hotel & Spa,NV,US,2016-05-15T00:00:00.000Z,Bad: Shuttle services to the strip because older people may have problems with feet problems which I do. Good: Everything,-0.7184
632,The Westin Las Vegas Hotel & Spa,NV,US,2018-01-29T00:00:00.000Z,Bad: I expected to have a much larger room that looks more like a suite.,-0.1796
633,The Westin Las Vegas Hotel & Spa,NV,US,2017-06-22T00:00:00.000Z,Bad: Wasn't on the strip. Good: Showers and location,-0.1531
634,The Broome,NY,US,2018-08-08T00:00:00.000Z,"The Broome doesnt feel like NYC at allIt captures the elegance of Morocco and you feel a world away from the traffic and bustle of the city. The rooms are small, which is standard in NYC, but I did expect a bit more space for the price. The beds are comfy with super luxury sheets. This might be an odd point, but many of the luxury hotels I have been in lately have moved away from using a fitted sheet on the bed, which leaves the guest with a flat sheet on the bottom that twists and bunches by the morning. I was delighted that The Broome still uses both flat and fitted sheetsit is a must for a good nights sleep! The staff is enthusiastic and welcoming. A good stay, indeed!Dear ECWPhD:On behalf of the team, thank you again for staying with us and thank you for sharing your feedback with us. It was a delight welcoming you into our little Oasis. In fact our rooms are designed in and out to offer a little break from the city while you are in the city. We wish to have you back again very soon. Until then, if you need anything at all, please do not hesitate to contact us at infothebroomenyc.com.",0.9951
635,The Broome,NY,US,2018-07-31T00:00:00.000Z,"The Broome is a well-situated, warm and welcoming boutique hotel in the heart of Soho. The rooms are sizable and airy, the staff friendly and knowledgeable and the location superb. My daughter and I had a wonderful time and will definitely return.Dear Bethshorstein:Thank you again for choosing to stay with us at The Broome SoHo NYC and thank you for taking the time to share with us. We really appreciate your feedback and it was a joy having you and your daughter with us. We really hope to get to see you again soon. Until then, if you need anything at all, please do not hesitate to contact us at infothebroomenyc.com.",0.9875
636,W Boston,MA,US,2017-10-14T00:00:00.000Z,Bad: When we arrived we were met by a unfriendly doorman and it was so loud due to the bar that we could barely hear the person at reception. Each day the room was made up apparently but barely even folded the sheets. towels weren't folded etc. We have stayed in lots of hotels over the years and had recently stayed at the Loews Boston which was a far far better experience with far friendlier staff. Good: Food was awesome.,0.9464
637,W Boston,MA,US,2017-07-10T00:00:00.000Z,"Bad: The parking rates are outrageous (59 USD/day for valet), but this is for all of Boston, not just this hotel. . Good: Great location, very convenient for Boston Commons, subway and good restos. Hotel was very nicely appointed with great products. Wish we had time to use Bliss Spa!",0.986
638,W Boston,MA,US,2017-03-27T00:00:00.000Z,"Bad: They don't have complementary internet in the room. Good: Love the location, the room was big and very comfortable, love everything about it!",0.918
639,W Boston,MA,US,2016-06-03T00:00:00.000Z,"Good: Sheet came off and I saw coffee stain on mattress cover. Otherwise, great!",0.807
640,W Boston,MA,US,2017-04-20T00:00:00.000Z,Bad: The hotel cannot control the metal plate in the road that bangs when cars drive over it all night. Good: The bed was very comfortable and the berries and fresh fruit were awesome! The staff was friendly and more than made up for a mishap with the room reservation.,0.9167
641,W Boston,MA,US,2016-09-18T00:00:00.000Z,"The staff, location , room, enjoyed our stay .",0.5106
642,W Boston,MA,US,2016-09-25T00:00:00.000Z,"Bad: Rooms felt old. We had a reservation for 4 but not the towels, cups etc for 4. Hair dryer was weak and insufficient. Bathroom counter were way too low and came to my lower thigh. Killed my back. Brushing teeth, shaving etc. Decor was showing its age. Good: Location near the commons was good. There's a small playground nearby which is good for those with youmg kids.",-0.7391
643,W Boston,MA,US,2016-10-11T00:00:00.000Z,Bad: I didn't like that someone got stabbed in front of the W hotel on Saturday night. Made me feel really safe! Apparently that's happened before. Good: The atmosphere and cleanliness were great.,0.4543
644,W Boston,MA,US,2017-07-16T00:00:00.000Z,Bad: Double beds a little small for 2 people. . Good: Comfortable gym and great gym.,0.7783
645,W Boston,MA,US,2016-08-14T00:00:00.000Z,"Bad: Construction at hotel, but obviously it has to be done at sometime or another. Realize that was just just bad luck on out part. Thought the price for the hotel was a little high. Good: Nice staff, Luisa from Potugal could have not been nicer.",0.16
646,W Boston,MA,US,2015-10-10T00:00:00.000Z,Bad: Thermostat was hard to manage. Dining area was ok. Lots of outside options though so that was just a small thing. Good: Location and quality of room,0.0516
647,W Boston,MA,US,2017-09-11T00:00:00.000Z,"Bad: Our room was missed one night to clean (we didn't care about the bed, but we needed some supplies). It's OK, not a big deal. Good: Great location to visit Boston. Room was spacious and modern. Overall staff was professional and friendly.",0.8728
648,W Boston,MA,US,2016-07-28T00:00:00.000Z,Everything was excellent and the staff were warm and friendly,0.8316
649,W Boston,MA,US,2016-09-29T00:00:00.000Z,Bad: no. Good: very good,0.101
650,W Boston,MA,US,2017-01-01T00:00:00.000Z,"Bad: We only had one robe in our room and no slippers, but we weren't bothered enough to ask for these from the front desk. Good: We loved our stay at the W Boston! The room was a great size and the bed huge and comfortable. The staff was so accommodating taking delivery of two packages for me and bringing them up to the room. I didn't use the Bliss spa on site, but it is an amazing spa so I will definitely visit next time!",0.9843
651,W Boston,MA,US,2015-01-25T00:00:00.000Z,Bad: We had the bad luck of staying in a room next to a suite. Our neighbors partied until 5 am. Good: Room and common areas were very nice.,0.5256
652,W Boston,MA,US,2017-12-05T00:00:00.000Z,Bad: We were initially given a room close to the gym on same floor - made it very noisy early in the morning so no chance of a lie in. We asked and hotel obliged with a room change to different floor. Good: Bed was comfortable,0.0307
653,W Boston,MA,US,2016-09-08T00:00:00.000Z,Dated... The room,0.0
654,W Boston,MA,US,2017-07-13T00:00:00.000Z,Bad: There is nothing I didn't like. The room was great and service was excellent. Good: Service at check in was fantastic and the service at the bar in the lobby was outstanding. We enjoyed our stay. Perfect location and we will return,0.9742
655,W Boston,MA,US,2017-07-13T00:00:00.000Z,"Bad: Arrived at reception late evening - it was in the middle of a very busy bar, couldn't hear receptionist. Got in lift and hadn't been told we needed to swipe room key card to get anywhere! Also had to pay per day for wifi!. Good: Beautiful room, good location",0.7494
656,W Boston,MA,US,2018-03-19T00:00:00.000Z,Good: The breakfast was amazing and the comfort of the room was perfect.,0.9169
657,W Boston,MA,US,2016-07-07T00:00:00.000Z,Renovations being done waking up to constant jack hammering Staff super friendly!,0.8122
658,W Boston,MA,US,2016-12-18T00:00:00.000Z,"No wifi Simple breakfast with Egg, Ham and Sausage. Nice Coffee Late",0.1531
659,W Boston,MA,US,2016-08-02T00:00:00.000Z,"Bad: Room was a little tired. One of the reading lights was coming off the wall, the seat cushion on the desk chair was peeling, the electric outlet near the bed was a tangle of multi-prong extenders. Good: Great location, close to theater district and a short walk to Quincy Market, Aquarium, North End.",0.2247
660,W Boston,MA,US,2018-04-30T00:00:00.000Z,Good: Very good service. Excellent dinner in hotel restaurant,0.8766
661,W Boston,MA,US,2014-12-17T00:00:00.000Z,"Bad: bad sound insulation, housekeeping sucks, the new stuff that we bought got throw away... yogurt been spill on the floor. Good: the beds are very comfortable",-0.4601
662,W Boston,MA,US,2017-12-11T00:00:00.000Z,Good: Very nice room and quite big. Nice ambience and cool bar plus helpful staff.,0.9212
663,W Boston,MA,US,2014-07-19T00:00:00.000Z,Bad: Parking fees.,-0.5423
664,W Boston,MA,US,2017-04-11T00:00:00.000Z,Bad: I wish breakfast was included in the price. Good: Everything!! Especially the fitness center.,0.6202
665,W Boston,MA,US,2014-08-24T00:00:00.000Z,Bad: Everything was great. Good: The staff was very helpful and efficient.,0.8643
666,W Boston,MA,US,2017-03-05T00:00:00.000Z,"Good: I loved all the technology that the room had offered and also I loved the look of the room it was awesome , this hotel is a great stay for anyone! Im definitely coming back soon !",0.9725
667,W Boston,MA,US,2017-03-16T00:00:00.000Z,"Bad: The staff was snide and grumpy. Good: The large bathroom, the silly decor",-0.128
668,W Boston,MA,US,2016-05-18T00:00:00.000Z,"Bad: Nothing much. Good: Modern, Soft beds, Great atmosphere",-0.2037
669,W Boston,MA,US,2017-09-08T00:00:00.000Z,Good: I loved the lighting and how comfortable the bed was.,0.8779
670,W Boston,MA,US,2016-11-08T00:00:00.000Z,Layout of the hotel and decor was too contemporary. The room was very comfortable,0.5563
671,W Boston,MA,US,2016-12-19T00:00:00.000Z,The staff and amenities are excellent!!,0.6467
672,W Boston,MA,US,2014-11-16T00:00:00.000Z,Bad: Place.,-0.5423
673,W Boston,MA,US,2015-02-03T00:00:00.000Z,Good: Very friendly staff. And perfect location in the theater district.,0.8777
674,W Boston,MA,US,2016-07-20T00:00:00.000Z,Good: Everything,0.4404
675,W Boston,MA,US,2015-10-31T00:00:00.000Z,Bad: Room was terribly dirty. Good: Location,-0.7964
676,W Boston,MA,US,2018-01-30T00:00:00.000Z,"Bad: I thought the bathroom was a bit small for the space and the physical appearance could have been a bit more modern and sharp. Good: I liked the spacious nature of the room. The bed was super comfortable. The staff were super attentive, helpful and friendly",0.9601
677,W Boston,MA,US,2014-08-24T00:00:00.000Z,Good: The Staff were courteous and very helpful . The Toiletries from Bliss. Love the face wash.,0.9531
678,W Boston,MA,US,2017-05-30T00:00:00.000Z,"Bad: Ridiculously noisy, external alarms, cars honking horns through the night and the thumping music till early hours made sleep tricky ! Not a hotel if you like a little peace in the evening. Good: The property location was perfect",0.5104
679,W Boston,MA,US,2018-03-03T00:00:00.000Z,Bad: There was a lot of noise out on the street around 3am. Not the fault of the Hotel. Good: The staff and atmosphere were amazing. The beds were super cozy! Security staff at the hotel were awesome,0.9446
680,W Boston,MA,US,2017-06-20T00:00:00.000Z,"Good: Great location,comfortable beds,very clean",0.8658
681,W Boston,MA,US,2017-03-17T00:00:00.000Z,they were able to accommodate us with a feather free room. the door men were especially friendly and remembered us!,0.7955
682,W Boston,MA,US,2016-06-26T00:00:00.000Z,Good: Great location and rooms are comfortable and clean,0.9186
683,W Boston,MA,US,2018-02-06T00:00:00.000Z,"Bad: Expensive! I know that it was but the room i expected to be way better as a mega room seemed so regular , the price wasn't worth it . Good: Nice scenery",0.3578
684,W Boston,MA,US,2014-07-23T00:00:00.000Z,"Bad: I was hoping to approve my late departure since my flight was in te evening. Good: Nice staff, helpfull excellent location Soft touches did not experience in many hotels but sure your staff show it",0.7783
685,W Boston,MA,US,2016-08-08T00:00:00.000Z,"Very noisy at night. Seemed to be a number of venues close by which closed around 2 am. Spacious room, very comfortable",0.4404
686,W Boston,MA,US,2017-02-13T00:00:00.000Z,Late night club crowd was a little loud around 2am when the clubs are closing down,0.0
687,W Boston,MA,US,2016-05-13T00:00:00.000Z,Bad: assigned an accessible room without being told. tried to book room direct with hotel but was told tat they could not match thebooking.com rate (even though we were starwood members.. ). Good: bar area,0.3818
688,W Boston,MA,US,2015-09-13T00:00:00.000Z,"Good: Wonderful service, awesome riom service menu (especially the late night offerings). Awesome amenities.",0.9413
689,W Boston,MA,US,2016-12-29T00:00:00.000Z,Noise Excellent location,0.5719
690,W Boston,MA,US,2017-10-20T00:00:00.000Z,"Bad: There was an anti-noise device plugged into each of two sockets to compensate for the fact they are in a noisy road. In fact, this emits itself a loud roaring sound. When unplugged, things were fine. The road noise was not bad at all (we were on the 12th floor). One of the senior staff kindly refunded a breakfast bill given this and another issue (cordless phone by the bed wouldn't stop beeping through the night). The restaurant and room service were extremely expensive. There was a slight sense too that some of the decor (wood-appearance veneer on cabinets, shower curtain not panel ) was a bit cheap and scuffed given the price. Good: Staff were great - thoughtful, friendly and clearly dedicated to running it well.Decor and atmosphere of front lounge area welcoming and stylish. Location is very good.",0.9801
691,W Boston,MA,US,2017-05-08T00:00:00.000Z,Big room,0.0
692,W Boston,MA,US,2015-07-14T00:00:00.000Z,Bad: Outside street noises were loud during the late night. Motorcycles racing and taxis honking woke us up. Might have been better with a room not facing Stuart Street. Good: Staff was friendly and helpful! Nice room.,0.8858
693,W Boston,MA,US,2017-04-12T00:00:00.000Z,"Bad: How crowded the lobby seemed, mostly with locals having a stance putting out a I'll kick your ass before I move aura. Good: The overall atmosphere was clean and modern, easy to navigate to facilities I needed over stay.",0.1531
694,W Boston,MA,US,2015-01-05T00:00:00.000Z,"Bad: The only negative was some mysterious in-room snack bar charges that appeared on my bill after I left. I contacted the hotel, and they promptly removed them. This has happened to me at other Starwood properties before, and I'm not sure why. Good: The hotel is in a great location and is clean/modern with a courteous staff. The room I was in was spacious and quiet, and had everything I needed.",-0.6449
695,W Boston,MA,US,2017-06-19T00:00:00.000Z,Bad: The only draw back is the noise at night from th people coming in and out of the lounge and adjacent nightclub. Though it didn't bother us personally. Good: I loved how central the location was. The hotel is in the theatre district. We walked to the harbour as well as Shopping and all the parks around us. After a long day of walking around we enjoyed A massage at the Bliss spa. We also enjoyed having a drink at the lounge before going to bed. It was a great experience for us. It might be too noisy for people who want peace and quite. I also had the best sleep in those beds. I would recommend staying at the W Boston.,0.9844
696,W Boston,MA,US,2016-08-17T00:00:00.000Z,"Bad: it's good hotel , but the price it's so expensive !!!!. Good: it's good hotel , but the price it's so expensive !!!!",0.8739
697,W Boston,MA,US,2018-02-08T00:00:00.000Z,Bad: Within the first 15 minutes of being there we got a complaint from a neighbor for having music too loud. The speaker was not even up half way and it was 4 oclock in the afternoon on a Saturday. At the end of the night staff were rude.,-0.8271
698,W Boston,MA,US,2016-09-29T00:00:00.000Z,no very good,0.2484
699,W Boston,MA,US,2017-07-09T00:00:00.000Z,Bad: When I booked my room it said that that parking was included in the price I paid. But when we got there that wasn't the case!.,-0.3699
700,W Boston,MA,US,2015-11-02T00:00:00.000Z,Good: The beds,0.4404
701,W Boston,MA,US,2016-10-26T00:00:00.000Z,Bad: The price of the wifi. Good: Everything,-0.1531
702,W Boston,MA,US,2014-03-23T00:00:00.000Z,"Bad: The doormen could have reacted a bit quicker to open the inner doors, which were very heavy. They sprang into action for the outer doors, but saw a dad with buggy struggle to get through, and people with cases, let in through the outside door, and having to open the inner door themselves with luggage. Good: The welcome was great. Staff were helpful and interested. The room was stylish and spacious, with great facilities in the room like iPod Dock.",0.9807
703,W Boston,MA,US,2015-06-30T00:00:00.000Z,Good: great location Good services,0.872
704,W Boston,MA,US,2014-08-10T00:00:00.000Z,Bad: Room was small -- terrible view!. Good: Location,-0.6114
705,W Boston,MA,US,2017-08-01T00:00:00.000Z,Bad: price. Good: everything,-0.1531
706,W Boston,MA,US,2015-07-15T00:00:00.000Z,"Bad: This is one of the worst hotels I have stayed in my career. Out of hotel stays in 29 countries, hotel W made the top of the list in poor customer relations, poor cleanliness, and horrible problem resolution. First they gave me an occupied room, then they down graded me to a lower grade room over night. The next day they didn't even clean our room when we returned, and they gave away the original room they were hold for me. The suites bathroom smelled like urine so bad and when we complained, it still was not cleaned by that evening. I had to fight with the hotel to apply a discount rate they never even offered. They have a slogan what ever when ever I can't say they once lived by that motto. This is not my first time at the W hotel organization but it certainly will be my last! Deplorable customer experience and engagement.",-0.7696
707,W Boston,MA,US,2017-08-06T00:00:00.000Z,Bad: A/C in the room didn't work at first but was fixed. Good: Great experience,0.85
708,W Boston,MA,US,2017-06-14T00:00:00.000Z,"Good: very expensive, Wi-Fi as an extra cost is ridiculous given room charge",0.1027
709,W Boston,MA,US,2015-07-16T00:00:00.000Z,Good: Great lobby/lounge area. Good casual work spaces. Free wifi a major plus!,0.9359
710,W Boston,MA,US,2017-07-03T00:00:00.000Z,I waited way too long at the front desk to check-in and out,0.0
711,W Boston,MA,US,2015-06-23T00:00:00.000Z,Good: Great property! Excellent team of young dedicated profeccionals,0.9324
712,W Boston,MA,US,2014-09-02T00:00:00.000Z,Bad: Check in staff was rude. Concierge never called back after leaving my information. Doors slamming in hallway could hear in my room. Double Queen Room was not a true Queen size. Have to pay for wifi. Good: Atmosphere Bedding Location,-0.7455
713,W Boston,MA,US,2018-04-09T00:00:00.000Z,Bad: Bathroom doors. Good: Lovely room. Good size.,0.7269
714,"Mandarin Oriental, Miami",FL,US,2018-08-18T00:00:00.000Z,"My wife will thank me forever. Wonderful hotel in Miami, not on the main beach strip but I would say in a better position, if what you want to do is relax and enjoy the area. The rooms were superb and we had one with a huge balcony overlooking the harbour and pool. Breakfast was just and simply amazing especially when sitting outside in the morning. Pool area well maintained and serviced by staff. There are very few amenities outside of the hotel, one has to walk for about 10 minutes to get to shops etc. Concierge services was very helpful, a big shout out to Carlos who was the most helpful concierge guy we had come across for a while, he is a mine of information about the local area. This hotel oozes luxury and very family friendly, my family of 4 was really looked after, Two small gripes, the hotel should have somewhere in the evening where a family can enjoy drinks and desserts, that is not the bar, very often we could not get a space there in the evening or felt uncomfortable to be there with kids, the other point being in room dining could be improved, the menu was a bit short for us and the kitchen was not flexible enough to tailor some dishes, for example making the pasta spicy, we ordered some rice with our chicken and it was just undercooked , it was changed immediately and we were given complimentary glasses of wine but it was too late when one is starving !",0.9947
715,"The Ritz-Carlton, Boston",MA,US,2018-08-08T00:00:00.000Z,"We stayed at the Ritz for 5 nights in a club levelSuite. Location was wonderful, right by Boston Common and multiple T stops. Service was wonderful, especially from the concierge, front desk and club lounge staff. Staff made my 4 young children feel special and they enjoyed the scavenger hunt and little toys provided. The room was lovely and well appointed though a little smaller than it appeared in the website. I would definitely stay here again when I Boston! In fact Im planning on a business trip to Cambridge soon and considering staying here and commuting.Dear mnmorange,So glad to hear you enjoyed your recent stay with your family at The Ritz-Carlton, Boston, with all of the city so easily accessible just outside our doors. It is wonderful to know that you and your children were well taken care of by the friendly and professional ladies and gentlemen throughout the hotel. Thank you for taking the time to comment on your visit. We hope you will return for that upcoming business trip - getting to Cambridge from the hotel is a breeze - as well as many more occasions, when it will be our sincere pleasure to welcome you back.Warmest regards,William P. Bunce, General Manager",0.9954
716,The St. Regis New York,NY,US,2016-12-05T00:00:00.000Z,"Service was outstanding from the valet, bellman, front desk to the butler. Everyone is top notch. The location is great, a few blocks from Central Park and shopping. The rooms have great decor and the right size.Dear YoYoMass, Thank you for choosing The St. Regis hotel amongst the hundreds of hotels in New York City to enjoy your recent visit. We appreciate your kind comments on TripAdvisor and hope to welcome you again. Sincerely, Octavia Marginean Hotel Manager",0.986
717,The St. Regis New York,NY,US,2016-10-16T00:00:00.000Z,"Checking in was the worst part of my experience. As I was standing in line to check in, there was one person in front of me who was being assisted and two other guests in line behind me also waiting to check in with only one front desk employee. I was in line for 7 minutes and never did the lady at the front desk make eye contact with me or signal her customer to hold on while she got some other employees to assist her. It was rude, unprofessional and totally unacceptable from any hotel of thus caliber. 2 minutes is the maximum amount of time you should wait before being acknowledged. Clearly the staff needs better training. That frustration aside, at approximately 6pm I ran into a friend from back home who was waiting for her room. She arrived at 4 and had been relegated to wait at the bar because there were no rooms available to honor her reservation. She had theater tickets and needed her room, so at her behest I inquired to the manager about its status. The manager was apologetic but couldn't guarantee when the room would become available. In the end it all worked out, but the my being neglected at check-in and her room not being ready are two things that you should never experience at a hotel like the St. Regis. Yes the rooms are nice, yes the hotel is well maintained, but the service is for me the most important, and the service that I experienced was slightly below average. Dear Billy R, Thank you for taking the time to share your feedback following your stay with us at The St. Regis New York. We strive to provide world-class service to each and every guest during his or her time with us, and regret to discover that we have failed to meet the high standard we set for ourselves while you visited our landmark hotel.After reading your feedback, we will be sure to address the issues that arose during your stay as to offer the best experience possible to future guests, of which we hope you will be one. We welcome the opportunity to discuss additional thoughts on your stay as to best address the complaint you raised moving forward. Please contact me at Octavia.margineanstregis.com. Sincerely, Octavia MargineanHotel Manager",0.9907
718,The St. Regis New York,NY,US,2016-07-09T00:00:00.000Z,"Le St.-Rgis est incroyable. What a gorgeous hotel and what an upscale experience you will live by staying there. It was a dream come true. And if it wasn't enough, I bumped into Kate Mara in the elevator. I tried to act cool but totally failed. The rooms are perfect. The staff is perfect. Every square inch is clean and every detail was taken care of. I was lucky enough to have dinner in La Salle de Bal. It was fantastic. Thank you to the FPA for everythingDear PIERRE-YVES L, On behalf of The St. Regis New York, we thank you for both reviewing the property and allowing us to be a part of your New York City adventures! We do hope you will be back to stay with us soon and ask that you please let us know when you are returning! We would love to have you as our guest in the future!Sincerely, Octavia MargineanHotel Manager",0.9946
719,The St. Regis New York,NY,US,2016-08-24T00:00:00.000Z,"Stayed here for two nights and had a great time. This hotel has the best redemption for SPG points value, and we took advantage to pamper ourselves. It was really very nice, though one mishap occurred when we were billed for something in the bar that we didn't order. The reception cleared it for us right away without the hassle we may of experienced at some other hotel. We didn't receive the 5th Ave view we were hoping for, but that's only fair when using points. Would definitely stay again.Dear Rose2li, It was truly a pleasure having you as our guest during your recent visit to New York City.On behalf of the entire team at The St. Regis New York, we are so pleased that you were able to experience our hotel and enjoy the high service and quality levels which we pride ourselves on.Thank you for your time in reviewing our property on TripAdvisor, and please let us know when you will be returning, as we would love to have you as our guest.Sincerely, Octavia MargineanHotel Manager",0.9937
720,The St. Regis New York,NY,US,2016-05-15T00:00:00.000Z,"I've been taking my wife here for her birthday for the past 5 years. We stay either 5 or 6 days. Great location, great service. The desk staff are always helpful. Usually we get to take the Bentley for a ride to the Frick or another museum. That's a special treat for me. Last year they put us in a temporary room so we could take a nap until our reserved room was ready, then they upgraded us to a suite which was OMG. I couldn't believe how nice they were. We start every morning with the butler service coffee and something my wife packs for us. We are already looking forward to our stay in December 2016 and we just got tickets to The Comet to complement our stay. Oh, I forgot to mention it's an easy walk to Broadway and 5th Avenue shopping. I tried booking for December 2017 but it's still too early but I will book as soon as they let me.Dear ms2020, We were delighted to have you stay with us at The St. Regis New York and are thrilled to hear that you had an enjoyable experience.We aim to offer our guests a chic home away from home while they sojourn in the city and are delighted to have had you at the property!Thank you for taking the time to review the hotel on TripAdvisor, and we will see you in December!Please contact me directly at octavia.margineanstregis.com and I might be able to arrange your 2017 trip as well. Sincerely, Octavia MargineanHotel Manager",0.9894
721,The St. Regis New York,NY,US,2014-11-16T00:00:00.000Z,"Between the front desk (too many greats to name) to Hussain and Israel (tenth floor butlers), to the great staff at King Cole's, this is an excellent property. I have stayed in the Four Seasons, Ritz, and elsewhere, and found this to be a great place. Highly appreciated. Room was great, but as is clear from the hotel business, property is secondary to service.Service rules, and the St Regis staff is excellent. Kudos to Krista the concierge (not to miss the stars). I recommend this hotel. Expensive, yes, but value received.Dear rowingman,Thank you so much for sharing your kind words about our staff. Our team makes it our mission to provide genuine service to each and every guest and we are so pleased that you experienced this firsthand. We will share your feedback with Hassan, Israel, Krista, and the team! We hope to see you again soon at The St. Regis New York.Kindly,Hermann W. ElgerGeneral Manager",0.9951
722,The St. Regis New York,NY,US,2016-11-21T00:00:00.000Z,"Quality of this hotel is exceptional. Arguably the best service and quality of room, restaurants and bar that we have ever experienced. The restaurant for breakfast was great and the bar at cocktail time was typical of a New York happy hour, loud and happy.Dear Richard K, We appreciate your review on TripAdvisor of our hotel and we are delighted that you have made The St. Regis Hotel your new home away from home. We will share with our team your praises and we are thankful for your visit. Sincerely, Octavia MargineanHotel Manager",0.9825
723,The St. Regis New York,NY,US,2015-08-19T00:00:00.000Z,"Here for business meetings, had some glitches with services like wifi and AV but we're fixed immediately, even though they were our mistakes not the hotel's. Others have pointed out interior vs exterior rooms. Rooms are spacious with floor butler at your service. Awesome!Thank you very much for your recent review on TripAdvisor. We truly appreciate you taking the time to detail your experience, and we are so pleased that you had a wonderful visit at The St. Regis New York. We will share your comments about our business accommodations with our team members, and we grateful of your praises.We look forward to welcoming you back as our guest in the near future!",0.9823
724,The St. Regis New York,NY,US,2016-10-17T00:00:00.000Z,"I love the location, the staff, the restaurants, THE BAR, the rooms and all of the extra services that are offered here where staff remember so many little details about previous trips that each return is like an extended day from the last stay.",0.7717
725,The St. Regis New York,NY,US,2016-08-29T00:00:00.000Z,"Amazing hotel, great service . They make you feel like you are their main concern . The rooms are amazing very clean, and equipped with every thing. It's my forth time here and I'm sure I will be back here again. The hotel experience is part of what makes the trip :)Dear adeeyacoby, It was truly a pleasure having you as our guest during your recent visit to New York City.On behalf of the entire team at The St. Regis New York, we are so pleased that you were able to experience our hotel again and enjoy the high service and quality levels which we pride ourselves on.Thank you for your time in reviewing our property on TripAdvisor, and please let us know when you will be returning, as we would love to have you back soon.Sincerely, Octavia MargineanHotel Manager",0.9912
