,Hotel Name,Province,Postal,Category,SubCategory,Compound Sentiment,Review Summary,Total Reviews,Popular Keywords,Average Rating
772,Grant House Hotel Eatery,MN,55069,"Hotels,Lodging,Motels,Restaurants,Restaurant,Hotel",Accommodation & Food Services,0.9259,The staff will do everything to accommodate your party. Love the quaint place.,1,"[('accommodate', 0.31622776601683794), ('amazing', 0.31622776601683794), ('food', 0.31622776601683794), ('highly', 0.31622776601683794), ('love', 0.31622776601683794)]",5.0
773,Great View Motel,NY,12937,"Motels,Lodging,Hotels,Hotels Motels,Hotel",Accommodation & Food Services,0.8316,"We read the other reviews on this motel and chose it based on these reviews, the pricing and the location, as it was right on our way to Vermont. Either we were not in one of the renovated rooms or the other reviewers' standards are very different than ours.",2,"[('room', 0.5129833682425395), ('reviews', 0.4585301931584199), ('clean', 0.3380536863568905), ('motel', 0.3380536863568905), ('renovated', 0.3380536863568905)]",2.5
774,Grey Gables Mansion,VT,5476,"Bed and Breakfast and Inns,Hotel,Hotels",Accommodation & Food Services,0.979,"The room was comfortable and clean, the breakfasts were the best, and it nice to be welcomed guests. On the recommendation of a friend, we stayed at the Grey Gables Mansion.",1,"[('best', 0.3287979746107146), ('debbie', 0.3287979746107146), ('tim', 0.3287979746107146), ('breakfasts', 0.1643989873053573), ('clean', 0.1643989873053573)]",5.0
775,Greybull Motel,WY,82426,"Motels,Hotels,Lodging,Hotels and motels,Hotels Motels,Hotels & Motels,Hotel",Accommodation & Food Services,0.9864,"The hotel is beautiful with gorgeous blooming flowers right outside my door. If you like a small town atmosphere and down home service, look no further.",3,"[('service', 0.47068574318921474), ('nice', 0.42090435520532116), ('helpful', 0.4194504085759984), ('room', 0.3195557291902966), ('friendly', 0.31509358340621485)]",4.33
776,Guerneville Lodge,CA,95446,"Bed Breakfast,Hotels Motels,Hotels and motels,Hotel and motel reservations,Hotel",Accommodation & Food Services,0.1656,"I was in town for a show, and found one of the last places that wasn't completely booked. Sadly I could never get the free Wi-fi to work, but then again I'm not the most...",1,"[('bit', 0.22941573387056174), ('booked', 0.22941573387056174), ('checking', 0.22941573387056174), ('completely', 0.22941573387056174), ('fi', 0.22941573387056174)]",4.0
777,Halcyon Hotel,CA,94102,"Hotels,Hotel Lower Nob Hill,Motels,Hotel",Accommodation & Food Services,0.7096,"I stayed at this hotel in September 2012 for five nights at the end of my six week honeymoon in North and South America. I know you get what you pay for however, this hotel was a complete dissapointment and a sour end to an amazing holiday.",1,"[('end', 0.3779644730092272), ('hotel', 0.3779644730092272), ('2012', 0.1889822365046136), ('amazing', 0.1889822365046136), ('america', 0.1889822365046136)]",1.0
778,Hampton Baltimore/White Marsh,MD,21236,"Hotel,Hotels",Accommodation & Food Services,0.9974,"Easy access from Route 95, so a great place to stay on long trips that you want to break up. Free breakfast really nice with eggs, sausage and cook your own waffles!  ",4,"[('nice', 0.46020920877375837), ('stay', 0.4508373150606027), ('king', 0.39361197381816176), ('room', 0.39361197381816176), ('smoking', 0.39361197381816176)]",4.0
779,Hampton Inn & Suites Altoona-des Moines,IA,50009,"Hotels,Hotels and motels,Corporate Lodging,Lodging,Hotel",Accommodation & Food Services,0.9783,We got the GIANT 2 queen suite...the room was ENORMOUS! Any question or concern was immediately taken care of!,1,"[('great', 0.3713906763541037), ('wonderful', 0.3713906763541037), ('brand', 0.18569533817705186), ('breakfast', 0.18569533817705186), ('care', 0.18569533817705186)]",5.0
780,Hampton Inn & Suites Bend,OR,97702,"Hotels,Hotels and motels,Corporate Lodging,Lodging,Hotel",Accommodation & Food Services,0.9874,"The location is right near the Old Mill district on the river which is a great spot. Near restaurants, friendly staff, clean and spacious rooms, and a nice breakfast.",3,"[('location', 0.5078640680990295), ('river', 0.4629652877633431), ('great', 0.38784030657248686), ('nights', 0.3455546139561644), ('family', 0.3448625637616371)]",4.67
781,Hampton Inn & Suites Big Spring,TX,79720,"Hotel,Hotels Motels",Accommodation & Food Services,0.9656,We would most def stay again next time we are in Texas! It was nice to stay during Friday night lights.,1,"[('nice', 0.5883484054145521), ('stay', 0.3922322702763681), ('breakfast', 0.19611613513818404), ('clean', 0.19611613513818404), ('def', 0.19611613513818404)]",5.0
782,Hampton Inn & Suites Bradenton Downtown Historic District,FL,34205,"Hotels,Hotels and motels,Corporate Lodging,Lodging,Hotel",Accommodation & Food Services,0.5877,"Charming historical hotel in downtown Historic hotel in downtown Bradenton with beautiful lobby. Very convenient - just a few blocks from Main Street restaurants, the museum, and river walk.",1,"[('downtown', 0.3592106040535498), ('hotel', 0.3592106040535498), ('adequate', 0.1796053020267749), ('appointed', 0.1796053020267749), ('beautiful', 0.1796053020267749)]",5.0
783,Hampton Inn & Suites Brookings,SD,57006,"Hotels,Hotels and motels,Corporate Lodging,Lodging,Hotel",Accommodation & Food Services,0.9243,"Did not have a chance to use the pool or exercise area but there is a lovely walking trail around the hotel. Rooms were comfortable and clean, bed was great, staff was friendly and helpful.",1,"[('hampton', 0.3333333333333333), ('hotel', 0.3333333333333333), ('quality', 0.3333333333333333), ('advance', 0.16666666666666666), ('area', 0.16666666666666666)]",5.0
784,Hampton Inn & Suites Camarillo,CA,93010,"Hotel,Hotels and motels,Hotels",Accommodation & Food Services,0.9999,"It also had a convenient location for us, close to Camarillo's attractions as well as other places within driving distance, like for example LA, Santa Barbara, Malibu and Solvang.  Very helpful and friendly staff, who upgraded the room, even though they could not see from their notes that it should accomodate 5 persons.",24,"[('room', 1.9982182911568251), ('great', 1.5581916491811985), ('stay', 1.3845596765159716), ('staff', 1.3204043558639478), ('comfortable', 1.2342935947926443)]",4.42
785,Hampton Inn & Suites Cedar Rapids North,IA,52402,"Hotels,Hotels and motels,Corporate Lodging,Lodging,Hotel",Accommodation & Food Services,0.9729,The front desk staff has a great attitude and treat guest right. We stayed with a baseball team and it was a good time.,1,"[('great', 0.4), ('place', 0.4), ('attitude', 0.2), ('baseball', 0.2), ('clean', 0.2)]",5.0
786,"Hampton Inn & Suites Chapel Hill/Durham, Area",NC,27517,"Hotels,Hotel and motel consultants,Hotels and motels,Corporate Lodging,Lodging,Hotel",Accommodation & Food Services,0.9997," Very impressed with the customer service at this Hampton Inn - Patrick, the manager, was incredibly helpful in coordinating my travel through Chapel Hill. The receptionist, Sean, was incredibly kind and welcoming especially after a long day of travel.",10,"[('excellent', 0.8465762719674437), ('clean', 0.7535176075127131), ('service', 0.6695280668896104), ('nice', 0.6489366729638593), ('great', 0.618546011709796)]",4.7
787,Hampton Inn & Suites Coeur d'Alene,ID,83814-5760,"Hotels,Hotels and motels,Corporate Lodging,Lodging,Hotel",Accommodation & Food Services,0.9501,Loved the pool area and hot tub and location of ice machine. I had wonderful treatments at the spa across the street.,1,"[('location', 0.3779644730092272), ('area', 0.1889822365046136), ('away', 0.1889822365046136), ('definitely', 0.1889822365046136), ('everyday', 0.1889822365046136)]",5.0
788,Hampton Inn & Suites Dallas/Cockrell Hill I-30,TX,75211-1313,"Hotels,Hotels and motels,Corporate Lodging,Lodging,Hotel",Accommodation & Food Services,0.9966,"I liked , the larger batheroom and shower, the coffee cubie in the bathroom, the shelf under the sink - I used it to tuck my toiletries away, Other notes - front desk person friendly and nice, complimentary breakfast was good and above average... This property has twenty four hour security and the location is perfect for those who want access to Dallas, Grand Praire, Arlington or Fort Worth  Really nice hotel.",4,"[('nice', 0.43845555519210877), ('property', 0.4077558314841288), ('security', 0.4077558314841288), ('stayed', 0.3993155009440926), ('breakfast', 0.37961190574370135)]",4.5
789,Hampton Inn & Suites Denver Ap Gateway Park,CO,80239,"Hotels,Corporate Lodging,Lodging,Hotel",Accommodation & Food Services,0.999,"I would recommend this hotel to anyone who wishes to enjoy a good nights sleep, top notch Staff. Also, my credit card pending charge is 90 more than my checkout receipt.  ",8,"[('hotel', 0.8844184517584517), ('staff', 0.742821210172985), ('nice', 0.6537790636653549), ('hampton', 0.6322822392762397), ('airport', 0.5848956545315476)]",4.62
790,Hampton Inn & Suites Denver Tech Center,CO,80237,"Hotel,Hotel Bar,Hotels,Lodging,Corporate Lodging,Hotels and motels,Safety consultants",Accommodation & Food Services,0.9992,"A surprise complimentary cocktail hour in the evenings....wine, beer, cheese and crackers....even cookies for the sweet tooth. I would especially like to thank Kerry at the front desk for working so hard to make sure everything was right!",13,"[('great', 1.5061279515975206), ('room', 1.0303184192207955), ('nice', 0.9648744347463272), ('hotel', 0.8578264597580872), ('staff', 0.7202007781404262)]",4.15
791,Hampton Inn & Suites Dickinson,ND,58601,"Hotel,Hotels,Lodging,Corporate Lodging,Hotels and motels",Accommodation & Food Services,0.9337,"I have been a Hilton Honors Gold and Diamond member since 2007, and this is the best stay I have ever had with the Hilton properties. The Dickinson Hampton Inn Suites is the best Hampton hotel I have stayed in.",1,"[('best', 0.34299717028501764), ('dickinson', 0.34299717028501764), ('hampton', 0.34299717028501764), ('hilton', 0.34299717028501764), ('hotel', 0.34299717028501764)]",5.0
792,Hampton Inn & Suites Dodge City,KS,67801,"Hotels,Hotels and motels,Corporate Lodging,Lodging,Hotel",Accommodation & Food Services,0.9986,"Special thank you to Analy and Omar Andrade for responding to my requests. My overall experience at Hampton Inn in Dodge City, ks was excellent.",6,"[('city', 0.5344348973396063), ('dodge', 0.5344348973396063), ('hampton', 0.5344348973396063), ('staff', 0.5269682897417405), ('inn', 0.4774707813902758)]",5.0
793,Hampton Inn & Suites Dupont,WA,98327,"Hotel,Hotels,Lodging,Corporate Lodging",Accommodation & Food Services,0.9997,I think her name was Cherry Lyn Our room was a large suite with a super comfy king sized bed. Complimentry breakfast was delicious and had more items than expected.,8,"[('stay', 1.0711069753901576), ('staff', 0.8894996007744913), ('clean', 0.8401731272700894), ('room', 0.8122589675574017), ('friendly', 0.7411106285107908)]",4.75
794,Hampton Inn & Suites Fremont,OH,43420,"Hotel,Hotels,Lodging,Corporate Lodging,Hotels and motels",Accommodation & Food Services,0.9461,"He was one of the few I have ever seen that didn't have a grumpy attitude and felt like every thing you did he watched and made you feel bad if you made a mess.  Breakfast staff is second to none, finally someone who is pleasant and truly helpful and a pleasure to be around.",3,"[('stay', 0.43756241980293625), ('helpful', 0.3448706966647524), ('staff', 0.3448706966647524), ('clean', 0.31630550581121586), ('room', 0.31630550581121586)]",3.67
795,Hampton Inn & Suites Grand Rapids Downtown,MI,49503,"Hotels and motels,Hotel,Hotels,Corporate Lodging,Lodging",Accommodation & Food Services,0.9606,"Ben at the check-in desk was very friendly and accommodating, and went out of his way to make sure our stay was pleasant. He gave us great directions to the church for the wedding we were attending, and...",1,"[('ben', 0.3779644730092272), ('accommodating', 0.1889822365046136), ('answered', 0.1889822365046136), ('attending', 0.1889822365046136), ('check', 0.1889822365046136)]",5.0
796,Hampton Inn & Suites Indianapolis/brownsburg,IN,46112,"Hotels and motels,Hotels,Lodging,Corporate Lodging,Hotel",Accommodation & Food Services,0.981,The hot breakfast was very good and the hotel was very quiet for being sold out. It is right iff the interstate and a short drive to downtown Indianapolis.,4,"[('quiet', 0.5317221690303566), ('request', 0.47787980516757134), ('hotel', 0.46215703739347197), ('good', 0.41277215529218403), ('recommend', 0.3521877107267248)]",4.25
797,Hampton Inn & Suites Jackson,TN,38305,"Hotels,Corporate Lodging,Lodging,Hotel",Accommodation & Food Services,0.9982,"The last time we were in Jackson we stayed at the Marriott Courtyard next door and their service and the attitude of their front desk staff was so terrible we vowed... Great location, great service, great staff, great rooms!",8,"[('stay', 0.8831158137460684), ('staff', 0.7300195547511639), ('great', 0.6532902629026884), ('desk', 0.6474996298561411), ('hotel', 0.6061259680523003)]",4.0
798,Hampton Inn & Suites Little Rock-downtown,AR,72201,"Hotels and motels,Corporate Lodging,Hotels,Lodging,Hotel",Accommodation & Food Services,0.9984,"The secure parking was easily accessible and security within the hotel itself was excellent.  This recently remodeled facility looked, smelled and felt clean and fresh - very modern.",5,"[('staff', 0.5896316599886311), ('parking', 0.5524898640788859), ('hotel', 0.5457987893697904), ('helpful', 0.5156601881417773), ('great', 0.49722090621008924)]",4.4
799,Hampton Inn & Suites New Albany Columbus,OH,43054,"Hotels and motels,Hotels,Lodging,Corporate Lodging,Hotel",Accommodation & Food Services,0.7959,We stayed at this hotel during the weekend of our daughter's wedding. And the shuttle to and from the wedding venue was awesome!,1,"[('hotel', 0.4082482904638631), ('wedding', 0.4082482904638631), ('accommodating', 0.20412414523193154), ('albany', 0.20412414523193154), ('awesome', 0.20412414523193154)]",5.0
800,Hampton Inn & Suites Newport/Middletown,RI,02842-7326,"Hotels,Hotels and motels,Restaurants,Hotel",Accommodation & Food Services,0.9992,"Dennis the shuttle driver provided a tour into Newport and back to the hotel that was better than paid tours in Boston and Manhattan we have been on. We appreciate your kind words and compliments regarding the cleanliness, comfort and security of our location.",5,"[('hotel', 0.7745137978342367), ('breakfast', 0.5204212551782179), ('newport', 0.49778839245858514), ('room', 0.49464331271508283), ('stay', 0.4043801982840548)]",4.6
801,Hampton Inn & Suites Palestine,TX,75801-6934,"Hotels,Corporate Lodging,Lodging,Hotel",Accommodation & Food Services,0.9985,"Very friendly hotel staff, very well maintained facilities, easy access to hotel, great breakfast selections and friendly service staff here as well, overall a wonderful experience. The staff there was so friendly and nice I wanted to mention their names.",6,"[('hotel', 0.7609465394631021), ('clean', 0.5810589336117726), ('wedding', 0.5397462471950709), ('friendly', 0.5017601044066048), ('staff', 0.5017601044066048)]",5.0
802,Hampton Inn & Suites Philadelphia Montgomeryville,PA,19454,"Hotels,Hotels and motels,Hotel and motel reservations,Corporate Lodging,Lodging,Hotel",Accommodation & Food Services,0.9932,"This hotel is conveniently located and with many good restaurants to choose from. No bacon at breakfast, bacon at breakfast would be an improvement also.",3,"[('hotel', 0.6364789109403612), ('breakfast', 0.5187102933572088), ('great', 0.5187102933572088), ('bacon', 0.49443200192053643), ('good', 0.4733781642101636)]",5.0
803,Hampton Inn & Suites Rochester/Victor,NY,14564,"Hotel,Hotels",Accommodation & Food Services,0.9975,"I was also disappointed that the hot tub wasn't working, but the kids had a wonderful time in the pool regardless.   The hotel staff did they best to help and even offered to move us, but we opted not to take them up on the offer.",4,"[('staff', 0.6422135859510703), ('hotel', 0.5764854826670017), ('breakfast', 0.5351589437909877), ('good', 0.5114877792418133), ('great', 0.5114877792418133)]",4.75
804,Hampton Inn & Suites Rosemont Chicago O'hare,IL,60018,"Hotels and motels,Hotels,Lodging,Corporate Lodging,Hotel",Accommodation & Food Services,0.9441,The suite was more than expected and pleasantly satisfying. The only thing I'd improve on is the lighting in the room.,1,"[('accommodating', 0.2672612419124244), ('expected', 0.2672612419124244), ('friendly', 0.2672612419124244), ('helpful', 0.2672612419124244), ('hotel', 0.2672612419124244)]",5.0
805,Hampton Inn & Suites Salisbury Fruitland,MD,21826,"Hotel,Hotels,Lodging,Corporate Lodging",Accommodation & Food Services,0.997,It is less than one and a half miles from the school and they offer a special rate for SU parents!   The rooms are always clean and comfortable and the staff is always friendly and helpful.,3,"[('staff', 0.6243967443595894), ('hotel', 0.4819119818519869), ('greeted', 0.4308093433365629), ('rooms', 0.32211251195711393), ('friendly', 0.3173372954479593)]",5.0
806,Hampton Inn & Suites Seattle/federal Way,WA,98003,"Hotels and motels,Hotel,Travel and Tourism",Accommodation & Food Services,0.9974,Locations are good and I find that Hampton Inns are consistent with their service and quality wherever they are. I stay for business but would recommend the Hampton Inns for anyone traveling for any reason.,5,"[('hampton', 0.6620462049690692), ('property', 0.4433074214929934), ('staff', 0.40747087297803763), ('inns', 0.40375366384487005), ('food', 0.3960536454937395)]",5.0
807,Hampton Inn & Suites Springfield/Downtown,MA,1105,"Hotel,Hotels and motels,Hotel and motel reservations,Travel agencies and bureaus,Hotels,Lodging,Corporate Lodging",Accommodation & Food Services,0.9982,"They answered all my questions and gave good recommendations for places to eat. I stayed at this hotel for a week for business, and I was very pleased!",4,"[('hotel', 0.6587692293250005), ('internet', 0.5254068331210008), ('breakfast', 0.4553082646983703), ('free', 0.4498445809369588), ('friendly', 0.44512057593341925)]",4.75
808,Hampton Inn & Suites St Louis at Forest Park,MO,63110,"Hotel,Hotels",Accommodation & Food Services,0.9987,"I have stayed at this hotel more than 15 times in the last 6 months, and I've had nothing but wonderful experiences. I truly enjoyed the stay and would highly recommend this location for your next stay.  ",10,"[('staff', 1.112453636522004), ('stay', 0.9538915180651066), ('breakfast', 0.9195513191504998), ('room', 0.83490314096419), ('hotel', 0.7874759519886616)]",5.0
809,Hampton Inn & Suites St. Louis/South I-55,MO,63129-1202,"Hotels,Hotels and motels,Corporate Lodging,Lodging,Hotel",Accommodation & Food Services,0.979,"Our only complaint was that the wireless Internet kept dropping out on checkout the desk clerk apologized and said that the hotel has been trying to solve this problem (our room also had an ethernet cable, unusual these days, but I hadn't brought an adapter for my laptop). Lastly the little touches like the lemon water at foyer, the milk and cookies at 8 each night and the treasure box for the kids at check out all made the stay extra memorable.",2,"[('stay', 0.34490483446631687), ('hotel', 0.3325838167010106), ('nice', 0.256163249400654), ('ve', 0.256163249400654), ('good', 0.2507829399007372)]",5.0
810,Hampton Inn & Suites Tampa Northwest/oldsmar,FL,34677,"Hotels and motels,Hotels,Lodging,Corporate Lodging,Hotel",Accommodation & Food Services,0.9971,We got a great deal on a Queen Suite for an overnight stay during a wedding we attended in Clearwater. The A/C worked very well and the staff was very inviting and over all nice and professional.  ,5,"[('clean', 0.67131134023276), ('hotel', 0.6142596796516228), ('worked', 0.5538835211378916), ('stay', 0.5245695585821318), ('desk', 0.45057310466712086)]",4.6
811,Hampton Inn & Suites Tulsa South-bixby,OK,74133,"Hotels and motels,Hotel,Hotel Pool,Corporate Lodging,Hotels,Lodging,Hotel and Hotel Pool",Accommodation & Food Services,0.994,Location was good for the boys to walk to fast food away from trafficWe are very happy to hear that our location was ideal for your team. The breakfast selection was the only thing that could improve but wasn't that big of a deal.,5,"[('great', 0.46763918752025724), ('staff', 0.41604602939702284), ('location', 0.41324248942207636), ('hampton', 0.3639451355696541), ('inn', 0.3639451355696541)]",4.2
812,Hampton Inn & Suites Wilmington Christiana,DE,19713,"Hotels,Hotels and motels,Corporate Lodging,Lodging,Hotel",Accommodation & Food Services,0.9719,"Hotel was very clean, bed was comfortable, rooms were quiet, breakfast was fresh and well maintained. It is amazing and consistently amazing from staff to physical plant.",5,"[('hotel', 0.7525594219393267), ('stay', 0.7417012947004291), ('wonderful', 0.6153823930457549), ('clean', 0.6069932215725584), ('comfortable', 0.6069932215725584)]",5.0
813,Hampton Inn & Suites Woodstock Va,VA,22664,"Hotels and motels,Hotel",Accommodation & Food Services,0.9552,"This was my second experience with digital check-in and found it convenient and easy  Stayed at this hotel for 4 nights during our visit to Virginia last year. Check in was easy, front desk staff was friendly and helpful and spot on with their recommended spots to eat.",2,"[('check', 0.4040333872252706), ('clean', 0.38828569111369976), ('digital', 0.38828569111369976), ('hotel', 0.359138274284346), ('pool', 0.359138274284346)]",5.0
814,Hampton Inn Ashtabula,OH,44010,"Hotel,Hotels Motels",Accommodation & Food Services,0.9098,"There are quite a few wineries close by, restaurants nearby tooo. Good clean place with good continental breakfast.",1,"[('good', 0.4), ('45', 0.2), ('90', 0.2), ('available', 0.2), ('breakfast', 0.2)]",4.0
815,Hampton Inn Atlanta-Mall Of Georgia,GA,30519,"Hotel,Hotels and motels,Hotels,Lodging,Corporate Lodging",Accommodation & Food Services,-0.5719,Noticed in my room there was a rag hanging on the shower that had been used and the trash can had trash in it. The young lady at desk was apparently occupied in back office.,1,"[('desk', 0.4685212856658182), ('room', 0.31234752377721214), ('trash', 0.31234752377721214), ('10', 0.15617376188860607), ('apparently', 0.15617376188860607)]",4.0
816,Hampton Inn Atlanta-Perimeter Center,GA,30328-6118,"Hotels,Convention Services and Facilities,Hotel",Accommodation & Food Services,0.9972,"The accommodations here are always very clean and spacious, the breakfast is quite good, the staff is always super friendly and helpful, parking is right at... The location was great having easy access to 285, restaurants/shops close by and the MARTA station is just a short drive away.",7,"[('hotel', 0.6622593917213107), ('room', 0.5686498344158695), ('staff', 0.5492526110156302), ('atlanta', 0.5025833978693063), ('comfortable', 0.4978510124852239)]",3.86
817,Hampton Inn Atlanta-cumberland Mall/nw,GA,30339,"Hotels and motels,Hotels,Lodging,Corporate Lodging,Hotel",Accommodation & Food Services,0.998,"Hampton Inn provides an excellent service to its guest, hopefully my Hilton Honors will provide discounts to other properties I plan to vacation during the coming year. Rooms were very clean, beds were comfortable with crisp clean bedding, Staff were very pleasant, friendly welcoming yet professional (Made us feel welcomed).",7,"[('hotel', 0.7360733356283973), ('honors', 0.6182700878001963), ('clean', 0.48538596686151647), ('checked', 0.4664661504671519), ('friendly', 0.42195722417180315)]",4.0
818,Hampton Inn Augusta/Gordon Highway,GA,30909,"Hotels,Lodging,Corporate Lodging,Hotel",Accommodation & Food Services,0.9523,I have never been disappointed by a Hampton Inn and this one maintains that track record. Accommodations are impeccable and the staff is not only professional but pleasant.,2,"[('staff', 0.34393295312407807), ('accommodations', 0.26255634097861996), ('addressed', 0.26255634097861996), ('concerns', 0.26255634097861996), ('duty', 0.26255634097861996)]",5.0
819,Hampton Inn Baltimore/white Marsh,MD,21236,"Hotels and motels,Hotels,Lodging,Corporate Lodging,Hotel",Accommodation & Food Services,0.9811,"Easy access location (pretty easy from BWI and rental car facility too), great shopping very close, excellent complimentary breakfast, has great bed and pillows (imho). Great value for price in this area.",1,"[('great', 0.5388159060803247), ('easy', 0.3592106040535498), ('access', 0.1796053020267749), ('area', 0.1796053020267749), ('bed', 0.1796053020267749)]",5.0
820,Hampton Inn Bedford,PA,15522,"Hotels,Lodging,Corporate Lodging,Hotels & Motels,Hotel",Accommodation & Food Services,0.8469,It's one of only 2 commercially known hotels in Bedford that I saw (the other was a Fairfield Inn). The hotel sits nicely high on a hill off the interstate overlooking the mountains.,2,"[('close', 0.4920867181731879), ('room', 0.43913888181597877), ('mountains', 0.37115101691939906), ('hotel', 0.3071003791245141), ('nice', 0.3071003791245141)]",4.0
821,Hampton Inn Bowling Green,KY,42104,"Hotels,Lodging,Corporate Lodging,Hotel,Hotels and motels,Hotel and motel reservations",Accommodation & Food Services,0.9995," Checking in was kind of slow the day I arrived, but the staff was friendly and the rooms are clean and comfortable. The hotel is located near a large mall, food choices and convenient to I65 highway.",11,"[('room', 1.2932203993109348), ('staff', 0.8844926230513972), ('breakfast', 0.8764880143199725), ('clean', 0.8463993382977363), ('hampton', 0.8297729114905947)]",4.18
822,Hampton Inn Bremen-I-20 (Carrollton Area),GA,30110,"Hotels,Lodging,Corporate Lodging,Hotel",Accommodation & Food Services,-0.0654,"When I made the reservation, they made sure to tell me they were still under construction. I said I understood and all I was really looking to do was sit by the pool for...",1,"[('construction', 0.4472135954999579), ('decided', 0.22360679774997896), ('hotel', 0.22360679774997896), ('impressed', 0.22360679774997896), ('looking', 0.22360679774997896)]",2.0
823,Hampton Inn Brentwood,CA,94513,"Corporate housing,Hotels and motels,Hotel",Accommodation & Food Services,0.9895,"The mission of Hampton Inn clearly puts the customer as its number one by the evidence of how clean the room is and the friendliness of the staff assuring total satisfaction true to its company mission. We wanted a hotel that would allow us to visit the delta river, go to the wineries and visit the fair.",4,"[('hotel', 0.5462125501826915), ('mission', 0.46924445625077704), ('staff', 0.4439755468559321), ('clean', 0.41034867525321195), ('great', 0.36414170012179436)]",4.25
824,Hampton Inn Carrollton,KY,41008,"Hotels,Corporate Lodging,Lodging,Hotel",Accommodation & Food Services,0.4939,"It seems everybody in town smokes, so lots of people hanging around entrance puffing away. We stayed here to attend Kentucky Derby and spent little time in the hotel.",1,"[('attend', 0.2), ('away', 0.2), ('closed', 0.2), ('conveniently', 0.2), ('derby', 0.2)]",3.0
825,Hampton Inn Champaign Urbana,IL,61801,"Hotels,Lodging,Corporate Lodging,Hotels and motels,Hotel",Accommodation & Food Services,0.8447,"I felt like I couldn't even sit or lay on the end or sides of the bed without feeling like I was falling off, but that's just my opinion. I was traveling to the University of Illinois for meetings with faculty and wanted a more convenient hotel than the Hilton Garden Inn.",2,"[('bed', 0.35921060405354976), ('hotel', 0.35921060405354976), ('like', 0.35921060405354976), ('meetings', 0.35921060405354976), ('able', 0.17960530202677488)]",5.0
826,Hampton Inn Chicago Downtown/N Loop/Michigan Ave,IL,60601,"Hotel,Hotel The Loop,Hotels",Accommodation & Food Services,0.9988,Renovation of this building in art-deco style is superb -- enjoying the architectural design is part of the experience. Perfect location for our activities along the river with its newly constructed river walk.,7,"[('hotel', 0.6727779514324316), ('clean', 0.6618544220259507), ('room', 0.6077520733599197), ('staff', 0.5489002432543616), ('location', 0.5447541492683039)]",3.86
827,Hampton Inn Columbus/South-Fort Benning,GA,31903,"Hotel,Hotels Motels",Accommodation & Food Services,0.9997,"I give this hotel an A+++  The Hampton Inn is the best the breakfast was great the girls that keep it up are outstanding they sang to us every morning our rooms were exellent beds were excellent very comfortable the girls at the front desk were also awesome The hotel was clean, beautifully decorated and the staff was so friendly and helpful.",10,"[('clean', 1.335150542294279), ('breakfast', 0.9753698349294917), ('staff', 0.9633434108583029), ('hotel', 0.8611202485074765), ('hampton', 0.7854272675702478)]",4.8
828,Hampton Inn Concord/Bow,NH,3304,"Hotels,Lodging,Corporate Lodging,Family-Friendly Hotels,Hotels & Motels,Budget Hotels,Hotel,Business Hotels,Tourist Hotels",Accommodation & Food Services,0.997,"Friendly and competent staff, very clean rooms, a very good FREE hot breakfast, and the location is great--easy access to I-93 and I-89. Nice drive into Concord, the State Capital and good ice cream.",6,"[('great', 0.7154694187165371), ('stay', 0.5997941102815156), ('room', 0.5249153702985381), ('clean', 0.5248252186058917), ('inn', 0.5236520086362755)]",4.67
829,Hampton Inn Easton,MD,21601,"Hotels,Corporate Lodging,Lodging,Hotel",Accommodation & Food Services,0.962,"My husband and I stay at this Hampton Inn at Easton, MD, and we were so impressed with the excellent customer service we received. It was a special occasion for us and the staff and the General Manager, Jeff Schneider made our stay there very special.",1,"[('special', 0.3651483716701107), ('stay', 0.3651483716701107), ('breakfast', 0.18257418583505536), ('clean', 0.18257418583505536), ('comfortable', 0.18257418583505536)]",5.0
830,Hampton Inn Elkins,WV,26241,"Hotels,Lodging,Corporate Lodging,Hotels & Motels,Hotel",Accommodation & Food Services,0.9957,"I love the rooms, the luxurious bedding, the big showers, the swimming pool, the fitness center. I visit the hotel to get a break from home and family and to relax.",4,"[('hotel', 0.6696532958516945), ('clean', 0.5185886198438003), ('room', 0.5185886198438003), ('stay', 0.49788960870493276), ('rooms', 0.4747298488542943)]",4.5
831,Hampton Inn Erie-South,PA,16509,"Hotels,Lodging,Corporate Lodging,Hotels and motels,Hotel",Accommodation & Food Services,0.9997,"My sister forgot her toothbrush and they supplied a free one, whereas most hotels would make you pay... More  My husband and I stayed over night, in a jacuzzi suite, for our anniversary.",12,"[('hotel', 1.287544415955455), ('nice', 1.2302250892672195), ('clean', 1.143979241011339), ('room', 1.0500777158409977), ('stay', 1.0262103012809365)]",4.5
832,Hampton Inn Galax,VA,24333,"Hotels,Lodging,Corporate Lodging,Hotels and motels,Hotel",Accommodation & Food Services,0.743,"This hotel is no exception to the standard I have come to expect -- immaculate bathrooms, comfortable beds and a hearty, basic breakfast. I continue to find Hampton Inn the best choice for a chain hotel in the moderate price range.",1,"[('hotel', 0.4082482904638631), ('basic', 0.20412414523193154), ('bathrooms', 0.20412414523193154), ('beds', 0.20412414523193154), ('best', 0.20412414523193154)]",5.0
833,Hampton Inn Gloucester,VA,23061,"Hotel,Hotels,Lodging,Corporate Lodging",Accommodation & Food Services,0.9999,Thank you for your recent review and we are very happy that you were pleased with your stay with us. Used the gym facilities in the morning for a great workout followed by a nice continental breakfast.,20,"[('stay', 1.715946345906022), ('great', 1.572065977202649), ('hampton', 1.413468473393428), ('gloucester', 1.3545921949188995), ('hotel', 1.3458314251691308)]",4.5
